ZEIT;AA  _TEM;AA  _ETP;AA  _IZP;AA  _TRA;AA  _EVA;AA  _ETA;AA  _SCH;AA  _NIE;AA  _NEF;AA  _QOB;AA  _QBA;AA  _QIN;AA  _1AB;AA  _BOF;AE  _TEM;AE  _ETP;AE  _IZP;AE  _TRA;AE  _EVA;AE  _ETA;AE  _SCH;AE  _NIE;AE  _NEF;AE  _QOB;AE  _QBA;AE  _QIN;AE  _1AB;AE  _BOF;AB  _TEM;AB  _ETP;AB  _IZP;AB  _TRA;AB  _EVA;AB  _ETA;AB  _SCH;AB  _NIE;AB  _NEF;AB  _QOB;AB  _QBA;AB  _QIN;AB  _1AB;AB  _BOF;AC  _TEM;AC  _ETP;AC  _IZP;AC  _TRA;AC  _EVA;AC  _ETA;AC  _SCH;AC  _NIE;AC  _NEF;AC  _QOB;AC  _QBA;AC  _QIN;AC  _1AB;AC  _BOF;AD  _TEM;AD  _ETP;AD  _IZP;AD  _TRA;AD  _EVA;AD  _ETA;AD  _SCH;AD  _NIE;AD  _NEF;AD  _QOB;AD  _QBA;AD  _QIN;AD  _1AB;AD  _BOF;S0  _1ZU;S0  _1AB;S0  _WSP;S0  _  v;S1  _1ZU;S1  _1AB;S1  _WSP;S1  _  v;S2  _1ZU;S2  _1AB;S2  _WSP;S2  _  v;S3  _1ZU;S3  _1AB;S3  _WSP;S3  _  v
15.08.1960 00:00;11.106;0.821;0;0;0;0.821;0;4.437;1.109;0.124;0.084;0;0.209;0;11.106;0.821;0;0;0;0.821;0;4.419;1.105;0.099;0.066;0;0.166;0;11.106;0.821;0;0;0;0.821;0;3.963;0.991;0.075;0.054;0;0.129;0;11.106;0.821;0;0;0;0.821;0;4.119;1.03;0.146;0.102;0;0.248;0;11.106;0.821;0;0;0;0.821;0;6.689;1.672;0.246;0.112;0;0.358;0;0.358;0.325;0;            NaN;0.702;0.675;0;            NaN;0.841;0.882;0;            NaN;1.091;0.935;0;            NaN
16.08.1960 00:00;12.025;0.965;0;0;0;0.965;0;1.528;0.382;0.066;0.084;0;0.15;0;12.025;0.965;0;0;0;0.965;0;1.551;0.388;0.052;0.066;0;0.118;0;12.025;0.965;0;0;0;0.965;0;1.456;0.364;0.042;0.054;0;0.097;0;12.025;0.965;0;0;0;0.965;0;1.496;0.374;0.086;0.102;0;0.189;0;12.025;0.965;0;0;0;0.965;0;1.959;0.49;0.136;0.112;0;0.248;0;0.248;0.358;0;            NaN;0.643;0.702;0;            NaN;0.821;0.841;0;            NaN;0.991;1.091;0;            NaN
17.08.1960 00:00;13.019;1.009;0;0;0;1.009;0;7.65;1.912;0.176;0.084;0;0.26;0;13.019;1.009;0;0;0;1.009;0;7.37;1.842;0.134;0.066;0;0.201;0;13.019;1.009;0;0;0;1.009;0;6.988;1.747;0.097;0.054;0;0.152;0;13.019;1.009;0;0;0;1.009;0;7.053;1.763;0.179;0.102;0;0.281;0;13.019;1.009;0;0;0;1.009;0;6.885;1.721;0.207;0.112;0;0.319;0;0.319;0.248;0;            NaN;0.68;0.643;0;            NaN;0.844;0.821;0;            NaN;1.081;0.991;0;            NaN
18.08.1960 00:00;13.094;0.912;0;0;0;0.912;0;3.716;0.929;0.132;0.084;0;0.217;0;13.094;0.912;0;0;0;0.912;0;4.666;1.166;0.118;0.066;0;0.184;0;13.094;0.912;0;0;0;0.912;0;5.331;1.333;0.104;0.054;0;0.158;0;13.094;0.912;0;0;0;0.912;0;5.321;1.33;0.197;0.102;0;0.299;0;13.094;0.912;0;0;0;0.912;0;4.181;1.045;0.186;0.112;0;0.298;0;0.298;0.319;0;            NaN;0.776;0.68;0;            NaN;0.865;0.844;0;            NaN;1.061;1.081;0;            NaN
19.08.1960 00:00;11.075;0.764;0;0;0;0.764;0;1.474;0.369;0.062;0.084;0;0.147;0;11.075;0.764;0;0;0;0.764;0;1.184;0.296;0.049;0.066;0;0.115;0;11.075;0.764;0;0;0;0.764;0;1.031;0.258;0.046;0.054;0;0.101;0;11.075;0.764;0;0;0;0.764;0;1.013;0.253;0.094;0.102;0;0.196;0;11.075;0.764;0;0;0;0.764;0;0.521;0.069;0.066;0.112;0;0.178;0;0.178;0.298;0;            NaN;0.595;0.776;0;            NaN;0.891;0.865;0;            NaN;1.012;1.061;0;            NaN
20.08.1960 00:00;11.575;0.789;0;0;0;0.789;0;3.679;0.92;0.091;0.084;0;0.175;0;11.575;0.789;0;0;0;0.789;0;3.437;0.859;0.066;0.066;0;0.133;0;11.575;0.789;0;0;0;0.789;0;3.575;0.894;0.054;0.054;0;0.108;0;11.575;0.789;0;0;0;0.789;0;3.472;0.868;0.098;0.102;0;0.2;0;11.575;0.789;0;0;0;0.789;0;3.887;0.972;0.108;0.112;0;0.22;0;0.22;0.178;0;            NaN;0.486;0.595;0;            NaN;0.728;0.891;0;            NaN;1.066;1.012;0;            NaN
21.08.1960 00:00;13.781;0.774;0;0;0;0.774;0;1.589;0.397;0.06;0.084;0;0.144;0;13.781;0.774;0;0;0;0.774;0;1.567;0.392;0.045;0.066;0;0.112;0;13.781;0.774;0;0;0;0.774;0;1.694;0.423;0.041;0.054;0;0.095;0;13.781;0.774;0;0;0;0.774;0;1.647;0.412;0.076;0.102;0;0.179;0;13.781;0.774;0;0;0;0.774;0;1.831;0.458;0.09;0.112;0;0.202;0;0.202;0.22;0;            NaN;0.494;0.486;0;            NaN;0.597;0.728;0;            NaN;0.872;1.066;0;            NaN
22.08.1960 00:00;18.419;0.731;0;0;0;0.731;0;0.087;0;0.014;0.084;0;0.098;0;18.419;0.731;0;0;0;0.731;0;0.053;0;0.01;0.066;0;0.077;0;18.419;0.731;0;0;0;0.731;0;0.031;0;0.012;0.054;0;0.066;0;18.419;0.731;0;0;0;0.731;0;0.031;0;0.025;0.102;0;0.127;0;18.419;0.731;0;0;0;0.731;0;0.031;0;0.027;0.112;0;0.139;0;0.139;0.202;0;            NaN;0.395;0.494;0;            NaN;0.57;0.597;0;            NaN;0.695;0.872;0;            NaN
23.08.1960 00:00;18;0.79;0;0;0;0.79;0;0;0;0.001;0.084;0;0.086;0;18;0.79;0;0;0;0.79;0;0;0;0.001;0.066;0;0.067;0;18;0.79;0;0;0;0.79;0;0;0;0.001;0.054;0;0.056;0;18;0.79;0;0;0;0.79;0;0;0;0.003;0.102;0;0.106;0;18;0.79;0;0;0;0.79;0;0;0;0.003;0.112;0;0.115;0;0.115;0.139;0;            NaN;0.3;0.395;0;            NaN;0.462;0.57;0;            NaN;0.656;0.695;0;            NaN
24.08.1960 00:00;18.237;0.859;0;0;0;0.859;0;2.262;0.558;0.047;0.084;0;0.132;0;18.237;0.859;0;0;0;0.859;0;2.392;0.598;0.04;0.066;0;0.107;0;18.237;0.859;0;0;0;0.859;0;2.406;0.602;0.03;0.054;0;0.084;0;18.237;0.859;0;0;0;0.859;0;2.434;0.608;0.053;0.102;0;0.156;0;18.237;0.859;0;0;0;0.859;0;3.932;0.983;0.099;0.112;0;0.211;0;0.211;0.115;0;            NaN;0.355;0.3;0;            NaN;0.407;0.462;0;            NaN;0.594;0.656;0;            NaN
25.08.1960 00:00;18.388;0.833;0;0;0;0.833;0;9.897;2.474;0.225;0.084;0;0.309;0;18.388;0.833;0;0;0;0.833;0;9.207;2.302;0.167;0.066;0;0.233;0;18.388;0.833;0;0;0;0.833;0;9.344;2.336;0.128;0.054;0;0.183;0;18.388;0.833;0;0;0;0.833;0;9.129;2.282;0.227;0.102;0;0.329;0;18.388;0.833;0;0;0;0.833;0;5.878;1.47;0.192;0.112;0;0.304;0;0.304;0.211;0;            NaN;0.723;0.355;0;            NaN;0.588;0.407;0;            NaN;0.716;0.594;0;            NaN
26.08.1960 00:00;17.031;1.023;0;0;0;1.023;0;6.424;1.606;0.205;0.084;0;0.29;0;17.031;1.023;0;0;0;1.023;0;5.932;1.483;0.149;0.066;0;0.216;0;17.031;1.023;0;0;0;1.023;0;5.881;1.47;0.124;0.054;0;0.178;0;17.031;1.023;0;0;0;1.023;0;5.778;1.445;0.231;0.102;0;0.333;0;17.031;1.023;0;0;0;1.023;0;4.197;1.049;0.178;0.112;0;0.29;0;0.29;0.304;0;            NaN;0.816;0.723;0;            NaN;0.938;0.588;0;            NaN;0.878;0.716;0;            NaN
27.08.1960 00:00;16.844;1.1;0;0;0;1.1;0;1.218;0.305;0.077;0.084;0;0.162;0;16.844;1.1;0;0;0;1.1;0;1.218;0.305;0.057;0.066;0;0.123;0;16.844;1.1;0;0;0;1.1;0;1.244;0.311;0.054;0.054;0;0.108;0;16.844;1.1;0;0;0;1.1;0;1.237;0.309;0.107;0.102;0;0.21;0;16.844;1.1;0;0;0;1.1;0;1.207;0.302;0.088;0.112;0;0.2;0;0.2;0.29;0;            NaN;0.608;0.816;0;            NaN;0.939;0.938;0;            NaN;1.1;0.878;0;            NaN
28.08.1960 00:00;16.45;1.029;0;0;0;1.029;0;2.479;0.62;0.066;0.084;0;0.15;0;16.45;1.029;0;0;0;1.029;0;5.185;1.296;0.097;0.066;0;0.163;0;16.45;1.029;0;0;0;1.029;0;7.688;1.922;0.106;0.054;0;0.161;0;16.45;1.029;0;0;0;1.029;0;7.451;1.863;0.188;0.102;0;0.29;0;16.45;1.029;0;0;0;1.029;0;4.266;1.067;0.128;0.112;0;0.24;0;0.24;0.2;0;            NaN;0.651;0.608;0;            NaN;0.771;0.939;0;            NaN;1.089;1.1;0;            NaN
29.08.1960 00:00;14.137;0.917;0;0;0;0.917;0;3.156;0.789;0.085;0.084;0;0.169;0;14.137;0.917;0;0;0;0.917;0;4.99;1.247;0.112;0.066;0;0.178;0;14.137;0.917;0;0;0;0.917;0;6.463;1.616;0.122;0.054;0;0.176;0;14.137;0.917;0;0;0;0.917;0;6.377;1.594;0.224;0.102;0;0.326;0;14.137;0.917;0;0;0;0.917;0;5.436;1.359;0.187;0.112;0;0.299;0;0.299;0.24;0;            NaN;0.742;0.651;0;            NaN;0.829;0.771;0;            NaN;0.94;1.089;0;            NaN
30.08.1960 00:00;11.756;0.864;0;0;0;0.864;0;10.092;2.523;0.237;0.084;0;0.321;0;11.756;0.864;0;0;0;0.864;0;10.641;2.66;0.208;0.066;0;0.274;0;11.756;0.864;0;0;0;0.864;0;10.656;2.664;0.172;0.054;0;0.226;0;11.756;0.864;0;0;0;0.864;0;10.776;2.694;0.32;0.102;0;0.422;0;11.756;0.864;0;0;0;0.864;0;10.204;2.551;0.325;0.112;0;0.437;0;0.437;0.299;0;            NaN;0.947;0.742;0;            NaN;1.017;0.829;0;            NaN;1.151;0.94;0;            NaN
31.08.1960 00:00;11.719;0.826;0;0;0;0.826;0;4.3;1.075;0.162;0.084;0;0.247;0;11.719;0.826;0;0;0;0.826;0;4.491;1.123;0.134;0.066;0;0.201;0;11.719;0.826;0;0;0;0.826;0;4.494;1.123;0.117;0.054;0;0.171;0;11.719;0.826;0;0;0;0.826;0;4.537;1.134;0.23;0.102;0;0.332;0;11.719;0.826;0;0;0;0.826;0;4.074;1.019;0.227;0.112;0;0.339;0;0.339;0.437;0;            NaN;0.94;0.947;0;            NaN;1.148;1.017;0;            NaN;1.263;1.151;0;            NaN
01.09.1960 00:00;11.656;0.845;0;0;0;0.845;0;9.591;2.398;0.24;0.084;0;0.324;0;11.656;0.845;0;0;0;0.845;0;10.372;2.593;0.203;0.066;0;0.27;0;11.656;0.845;0;0;0;0.845;0;11.263;2.816;0.172;0.054;0;0.226;0;11.656;0.845;0;0;0;0.845;0;11.136;2.784;0.314;0.102;0;0.416;0;11.656;0.845;0;0;0;0.845;0;9.672;2.418;0.306;0.112;0;0.418;0;0.418;0.339;0;            NaN;0.981;0.94;0;            NaN;1.21;1.148;0;            NaN;1.472;1.263;0;            NaN
02.09.1960 00:00;12.531;0.957;0;0;0;0.957;0;4.737;1.184;0.169;0.084;0;0.254;0;12.531;0.957;0;0;0;0.957;0;5.352;1.338;0.147;0.066;0;0.213;0;12.531;0.957;0;0;0;0.957;0;5.888;1.472;0.136;0.054;0;0.19;0;12.531;0.957;0;0;0;0.957;0;5.845;1.461;0.259;0.102;0;0.361;0;12.531;0.957;0;0;0;0.957;0;5.861;1.465;0.264;0.112;0;0.376;0;0.376;0.418;0;            NaN;0.97;0.981;0;            NaN;1.195;1.21;0;            NaN;1.464;1.472;0;            NaN
03.09.1960 00:00;14.1;1.079;0;0;0;1.079;0;1.944;0.486;0.081;0.084;0;0.165;0;14.1;1.079;0;0;0;1.079;0;2.186;0.547;0.071;0.066;0;0.137;0;14.1;1.079;0;0;0;1.079;0;2.3;0.575;0.068;0.054;0;0.123;0;14.1;1.079;0;0;0;1.079;0;2.32;0.58;0.136;0.102;0;0.238;0;14.1;1.079;0;0;0;1.079;0;2.854;0.713;0.154;0.112;0;0.266;0;0.266;0.376;0;            NaN;0.736;0.97;0;            NaN;1.107;1.195;0;            NaN;1.36;1.464;0;            NaN
04.09.1960 00:00;11.85;0.921;0;0;0;0.921;0;2.835;0.709;0.077;0.084;0;0.161;0;11.85;0.921;0;0;0;0.921;0;3.129;0.782;0.067;0.066;0;0.133;0;11.85;0.921;0;0;0;0.921;0;3.419;0.855;0.059;0.054;0;0.113;0;11.85;0.921;0;0;0;0.921;0;3.384;0.846;0.111;0.102;0;0.213;0;11.85;0.921;0;0;0;0.921;0;3.304;0.826;0.126;0.112;0;0.238;0;0.238;0.266;0;            NaN;0.593;0.736;0;            NaN;0.87;1.107;0;            NaN;1.269;1.36;0;            NaN
05.09.1960 00:00;9.225;0.792;0;0;0;0.792;0;1.289;0.322;0.048;0.084;0;0.133;0;9.225;0.792;0;0;0;0.792;0;1.873;0.468;0.049;0.066;0;0.116;0;9.225;0.792;0;0;0;0.792;0;2.394;0.598;0.05;0.054;0;0.104;0;9.225;0.792;0;0;0;0.792;0;2.348;0.587;0.093;0.102;0;0.195;0;9.225;0.792;0;0;0;0.792;0;1.954;0.488;0.091;0.112;0;0.203;0;0.203;0.238;0;            NaN;0.537;0.593;0;            NaN;0.709;0.87;0;            NaN;1.002;1.269;0;            NaN
06.09.1960 00:00;8.188;0.698;0;0;0;0.698;0;1.114;0.279;0.035;0.084;0;0.119;0;8.188;0.698;0;0;0;0.698;0;1.468;0.367;0.036;0.066;0;0.103;0;8.188;0.698;0;0;0;0.698;0;1.8;0.45;0.038;0.054;0;0.092;0;8.188;0.698;0;0;0;0.698;0;1.767;0.442;0.071;0.102;0;0.173;0;8.188;0.698;0;0;0;0.698;0;1.592;0.398;0.068;0.112;0;0.18;0;0.18;0.203;0;            NaN;0.468;0.537;0;            NaN;0.64;0.709;0;            NaN;0.828;1.002;0;            NaN
07.09.1960 00:00;9.1;0.756;0;0;0;0.756;0;3.016;0.754;0.072;0.084;0;0.157;0;9.1;0.756;0;0;0;0.756;0;2.584;0.646;0.052;0.066;0;0.119;0;9.1;0.756;0;0;0;0.756;0;2.35;0.587;0.041;0.054;0;0.095;0;9.1;0.756;0;0;0;0.756;0;2.327;0.582;0.075;0.102;0;0.177;0;9.1;0.756;0;0;0;0.756;0;2.38;0.595;0.081;0.112;0;0.193;0;0.193;0.18;0;            NaN;0.452;0.468;0;            NaN;0.587;0.64;0;            NaN;0.796;0.828;0;            NaN
08.09.1960 00:00;10.15;0.793;0;0;0;0.793;0;1.175;0.294;0.046;0.084;0;0.131;0;10.15;0.793;0;0;0;0.793;0;0.95;0.237;0.03;0.066;0;0.097;0;10.15;0.793;0;0;0;0.793;0;0.812;0.203;0.024;0.054;0;0.078;0;10.15;0.793;0;0;0;0.793;0;0.806;0.202;0.047;0.102;0;0.149;0;10.15;0.793;0;0;0;0.793;0;0.837;0.209;0.051;0.112;0;0.163;0;0.163;0.193;0;            NaN;0.42;0.452;0;            NaN;0.548;0.587;0;            NaN;0.718;0.796;0;            NaN
09.09.1960 00:00;12.05;0.791;0;0;0;0.791;0;0;0;0.01;0.084;0;0.095;0;12.05;0.791;0;0;0;0.791;0;0;0;0.006;0.066;0;0.073;0;12.05;0.791;0;0;0;0.791;0;0;0;0.006;0.054;0;0.06;0;12.05;0.791;0;0;0;0.791;0;0;0;0.013;0.102;0;0.115;0;12.05;0.791;0;0;0;0.791;0;0;0;0.014;0.112;0;0.126;0;0.126;0.163;0;            NaN;0.339;0.42;0;            NaN;0.493;0.548;0;            NaN;0.643;0.718;0;            NaN
10.09.1960 00:00;13.35;0.69;0;0;0;0.69;0;0;0;0.001;0.084;0;0.085;0;13.35;0.69;0;0;0;0.69;0;0;0;0.001;0.066;0;0.067;0;13.35;0.69;0;0;0;0.69;0;0;0;0.001;0.054;0;0.055;0;13.35;0.69;0;0;0;0.69;0;0;0;0.002;0.102;0;0.104;0;13.35;0.69;0;0;0;0.69;0;0;0;0.002;0.112;0;0.114;0;0.114;0.126;0;            NaN;0.284;0.339;0;            NaN;0.405;0.493;0;            NaN;0.578;0.643;0;            NaN
11.09.1960 00:00;13.6;0.676;0;0;0;0.676;0;0;0;0;0.084;0;0.084;0;13.6;0.676;0;0;0;0.676;0;0;0;0;0.066;0;0.066;0;13.6;0.676;0;0;0;0.676;0;0;0;0;0.054;0;0.054;0;13.6;0.676;0;0;0;0.676;0;0;0;0;0.102;0;0.102;0;13.6;0.676;0;0;0;0.676;0;0;0;0;0.112;0;0.112;0;0.112;0.114;0;            NaN;0.27;0.284;0;            NaN;0.351;0.405;0;            NaN;0.49;0.578;0;            NaN
12.09.1960 00:00;14.906;0.654;0;0;0;0.654;0;0;0;0;0.084;0;0.084;0;14.906;0.654;0;0;0;0.654;0;0;0;0;0.066;0;0.066;0;14.906;0.654;0;0;0;0.654;0;0;0;0;0.054;0;0.054;0;14.906;0.654;0;0;0;0.654;0;0;0;0;0.102;0;0.102;0;14.906;0.654;0;0;0;0.654;0;0;0;0;0.112;0;0.112;0;0.112;0.112;0;            NaN;0.269;0.27;0;            NaN;0.336;0.351;0;            NaN;0.435;0.49;0;            NaN
13.09.1960 00:00;15.156;0.63;0;0;0;0.63;0;0;0;0;0.084;0;0.084;0;15.156;0.63;0;0;0;0.63;0;0;0;0;0.066;0;0.066;0;15.156;0.63;0;0;0;0.63;0;0;0;0;0.054;0;0.054;0;15.156;0.63;0;0;0;0.63;0;0;0;0;0.102;0;0.102;0;15.156;0.63;0;0;0;0.63;0;0;0;0;0.112;0;0.112;0;0.112;0.112;0;            NaN;0.268;0.269;0;            NaN;0.335;0.336;0;            NaN;0.421;0.435;0;            NaN
14.09.1960 00:00;13.9;0.686;0;0;0;0.686;0;0;0;0;0.084;0;0.084;0;13.9;0.686;0;0;0;0.686;0;0;0;0;0.066;0;0.066;0;13.9;0.686;0;0;0;0.686;0;0;0;0;0.054;0;0.054;0;13.9;0.686;0;0;0;0.686;0;0;0;0;0.102;0;0.102;0;13.9;0.686;0;0;0;0.686;0;0;0;0;0.112;0;0.112;0;0.112;0.112;0;            NaN;0.268;0.268;0;            NaN;0.335;0.335;0;            NaN;0.419;0.421;0;            NaN
15.09.1960 00:00;13.194;0.678;0;0;0;0.678;0;2.062;0;0;0.084;0;0.084;0;13.194;0.678;0;0;0;0.678;0;2.386;0.023;0.002;0.066;0;0.068;0;13.194;0.678;0;0;0;0.678;0;2.681;0.171;0.008;0.054;0;0.063;0;13.194;0.678;0;0;0;0.678;0;2.654;0.157;0.014;0.102;0;0.116;0;13.194;0.678;0;0;0;0.678;0;2.798;0.229;0.023;0.112;0;0.135;0;0.135;0.112;0;            NaN;0.291;0.268;0;            NaN;0.336;0.335;0;            NaN;0.419;0.419;0;            NaN
16.09.1960 00:00;14.544;0.692;0;0;0;0.692;0;3.454;0.863;0.073;0.084;0;0.158;0;14.544;0.692;0;0;0;0.692;0;3.518;0.88;0.059;0.066;0;0.126;0;14.544;0.692;0;0;0;0.692;0;3.625;0.906;0.049;0.054;0;0.103;0;14.544;0.692;0;0;0;0.692;0;3.606;0.901;0.086;0.102;0;0.188;0;14.544;0.692;0;0;0;0.692;0;3.486;0.871;0.098;0.112;0;0.21;0;0.21;0.135;0;            NaN;0.426;0.291;0;            NaN;0.417;0.336;0;            NaN;0.494;0.419;0;            NaN
17.09.1960 00:00;11.831;0.641;0;0;0;0.641;0;1.151;0.288;0.048;0.084;0;0.132;0;11.831;0.641;0;0;0;0.641;0;1.292;0.323;0.04;0.066;0;0.107;0;11.831;0.641;0;0;0;0.641;0;1.438;0.359;0.038;0.054;0;0.092;0;11.831;0.641;0;0;0;0.641;0;1.421;0.355;0.072;0.102;0;0.174;0;11.831;0.641;0;0;0;0.641;0;1.102;0.276;0.069;0.112;0;0.181;0;0.181;0.21;0;            NaN;0.476;0.426;0;            NaN;0.533;0.417;0;            NaN;0.549;0.494;0;            NaN
18.09.1960 00:00;11.675;0.587;0;0;0;0.587;0;1.165;0.291;0.035;0.084;0;0.12;0;11.675;0.587;0;0;0;0.587;0;0.579;0.143;0.018;0.066;0;0.085;0;11.675;0.587;0;0;0;0.587;0;0.156;0;0.01;0.054;0;0.065;0;11.675;0.587;0;0;0;0.587;0;0.164;0;0.022;0.102;0;0.124;0;11.675;0.587;0;0;0;0.587;0;0.284;0;0.018;0.112;0;0.13;0;0.13;0.181;0;            NaN;0.37;0.476;0;            NaN;0.56;0.533;0;            NaN;0.652;0.549;0;            NaN
19.09.1960 00:00;12.094;0.592;0;0;0;0.592;0;5.932;1.483;0.134;0.084;0;0.219;0;12.094;0.592;0;0;0;0.592;0;5.202;1.301;0.091;0.066;0;0.157;0;12.094;0.592;0;0;0;0.592;0;4.744;1.186;0.06;0.054;0;0.114;0;12.094;0.592;0;0;0;0.592;0;4.729;1.182;0.107;0.102;0;0.209;0;12.094;0.592;0;0;0;0.592;0;4.468;1.117;0.114;0.112;0;0.226;0;0.226;0.13;0;            NaN;0.453;0.37;0;            NaN;0.527;0.56;0;            NaN;0.779;0.652;0;            NaN
20.09.1960 00:00;9.525;0.619;0;0;0;0.619;0;17.753;4.438;0.417;0.084;0;0.502;0;9.525;0.619;0;0;0;0.619;0;18.756;4.689;0.342;0.066;0;0.409;0;9.525;0.619;0;0;0;0.619;0;19.344;4.836;0.265;0.054;0;0.319;0;9.525;0.619;0;0;0;0.619;0;19.376;4.844;0.477;0.102;0;0.579;0;9.525;0.619;0;0;0;0.619;0;18.942;4.735;0.526;0.112;0;0.638;0;0.638;0.226;0;            NaN;1.124;0.453;0;            NaN;0.862;0.527;0;            NaN;1.029;0.779;0;            NaN
21.09.1960 00:00;7.85;0.582;0;0;0;0.582;0;13.189;3.297;0.405;0.084;0;0.489;0;7.85;0.582;0;0;0;0.582;0;14.489;3.622;0.345;0.066;0;0.411;0;7.85;0.582;0;0;0;0.582;0;15.306;3.827;0.296;0.054;0;0.35;0;7.85;0.582;0;0;0;0.582;0;15.325;3.831;0.557;0.102;0;0.659;0;7.85;0.582;0;0;0;0.582;0;17.108;4.277;0.651;0.112;0;0.763;0;0.763;0.638;0;            NaN;1.647;1.124;0;            NaN;1.535;0.862;0;            NaN;1.351;1.029;0;            NaN
22.09.1960 00:00;9.113;0.695;0;0;0;0.695;0;2.834;0.709;0.163;0.084;0;0.248;0;9.113;0.695;0;0;0;0.695;0;3.178;0.795;0.14;0.066;0;0.207;0;9.113;0.695;0;0;0;0.695;0;3.406;0.852;0.138;0.054;0;0.192;0;9.113;0.695;0;0;0;0.695;0;3.406;0.852;0.279;0.102;0;0.381;0;9.113;0.695;0;0;0;0.695;0;4.272;1.068;0.333;0.112;0;0.445;0;0.445;0.763;0;            NaN;1.336;1.647;0;            NaN;1.853;1.535;0;            NaN;1.783;1.351;0;            NaN
23.09.1960 00:00;10.075;0.697;0;0;0;0.697;0;0;0;0.029;0.084;0;0.114;0;10.075;0.697;0;0;0;0.697;0;0;0;0.025;0.066;0;0.091;0;10.075;0.697;0;0;0;0.697;0;0;0;0.03;0.054;0;0.084;0;10.075;0.697;0;0;0;0.697;0;0;0;0.067;0.102;0;0.169;0;10.075;0.697;0;0;0;0.697;0;0;0;0.078;0.112;0;0.19;0;0.19;0.445;0;            NaN;0.698;1.336;0;            NaN;1.427;1.853;0;            NaN;1.967;1.783;0;            NaN
24.09.1960 00:00;10.337;0.698;0;0;0;0.698;0;0;0;0.002;0.084;0;0.087;0;10.337;0.698;0;0;0;0.698;0;0;0;0.002;0.066;0;0.068;0;10.337;0.698;0;0;0;0.698;0;0;0;0.003;0.054;0;0.057;0;10.337;0.698;0;0;0;0.698;0;0;0;0.007;0.102;0;0.11;0;10.337;0.698;0;0;0;0.698;0;0;0;0.008;0.112;0;0.12;0;0.12;0.19;0;            NaN;0.357;0.698;0;            NaN;0.766;1.427;0;            NaN;1.514;1.967;0;            NaN
25.09.1960 00:00;10.125;0.672;0;0;0;0.672;0;0;0;0;0.084;0;0.084;0;10.125;0.672;0;0;0;0.672;0;0;0;0;0.066;0;0.066;0;10.125;0.672;0;0;0;0.672;0;0;0;0;0.054;0;0.054;0;10.125;0.672;0;0;0;0.672;0;0;0;0;0.102;0;0.102;0;10.125;0.672;0;0;0;0.672;0;0;0;0;0.112;0;0.112;0;0.112;0.12;0;            NaN;0.277;0.357;0;            NaN;0.423;0.766;0;            NaN;0.851;1.514;0;            NaN
26.09.1960 00:00;8.488;0.614;0;0;0;0.614;0;0;0;0;0.084;0;0.084;0;8.488;0.614;0;0;0;0.614;0;0;0;0;0.066;0;0.066;0;8.488;0.614;0;0;0;0.614;0;0;0;0;0.054;0;0.054;0;8.488;0.614;0;0;0;0.614;0;0;0;0;0.102;0;0.102;0;8.488;0.614;0;0;0;0.614;0;0;0;0;0.112;0;0.112;0;0.112;0.112;0;            NaN;0.269;0.277;0;            NaN;0.343;0.423;0;            NaN;0.508;0.851;0;            NaN
27.09.1960 00:00;6.287;0.552;0;0;0;0.552;0;0;0;0;0.084;0;0.084;0;6.287;0.552;0;0;0;0.552;0;0;0;0;0.066;0;0.066;0;6.287;0.552;0;0;0;0.552;0;0;0;0;0.054;0;0.054;0;6.287;0.552;0;0;0;0.552;0;0;0;0;0.102;0;0.102;0;6.287;0.552;0;0;0;0.552;0;0;0;0;0.112;0;0.112;0;0.112;0.112;0;            NaN;0.268;0.269;0;            NaN;0.335;0.343;0;            NaN;0.428;0.508;0;            NaN
28.09.1960 00:00;4.637;0.591;0;0;0;0.591;0;0;0;0;0.084;0;0.084;0;4.637;0.591;0;0;0;0.591;0;0;0;0;0.066;0;0.066;0;4.637;0.591;0;0;0;0.591;0;0;0;0;0.054;0;0.054;0;4.637;0.591;0;0;0;0.591;0;0;0;0;0.102;0;0.102;0;4.637;0.591;0;0;0;0.591;0;0;0;0;0.112;0;0.112;0;0.112;0.112;0;            NaN;0.268;0.268;0;            NaN;0.335;0.335;0;            NaN;0.42;0.428;0;            NaN
29.09.1960 00:00;6.262;0.575;0;0;0;0.575;0;0.124;0;0;0.084;0;0.084;0;6.262;0.575;0;0;0;0.575;0;0.048;0;0;0.066;0;0.066;0;6.262;0.575;0;0;0;0.575;0;0;0;0;0.054;0;0.054;0;6.262;0.575;0;0;0;0.575;0;0;0;0;0.102;0;0.102;0;6.262;0.575;0;0;0;0.575;0;0;0;0;0.112;0;0.112;0;0.112;0.112;0;            NaN;0.268;0.268;0;            NaN;0.335;0.335;0;            NaN;0.419;0.42;0;            NaN
30.09.1960 00:00;7.406;0.475;0;0;0;0.475;0;4.532;1.133;0.096;0.084;0;0.18;0;7.406;0.475;0;0;0;0.475;0;4.58;1.145;0.077;0.066;0;0.143;0;7.406;0.475;0;0;0;0.475;0;4.744;1.186;0.059;0.054;0;0.113;0;7.406;0.475;0;0;0;0.475;0;4.696;1.174;0.103;0.102;0;0.205;0;7.406;0.475;0;0;0;0.475;0;4.194;0.978;0.098;0.112;0;0.21;0;0.21;0.112;0;            NaN;0.43;0.268;0;            NaN;0.412;0.335;0;            NaN;0.515;0.419;0;            NaN
